google-link,username,Past Action,Time,Review
https://lh3.googleusercontent.com/a-/ALV-UjVMtYMqR9RDtt3kHKOXB8mKwAmdcR4qqLsVMqwLHide7eTqCyrl=w36-h36-p-rp-mo-ba3-br100,RUKHSAAR BINTI ABDUL MALEK,Local Guide · 38 reviews · 24 photos,5 months ago,"Love love love this dessert shop. Parking isn’t the best, and their shop is very very busy depending on the time you visit. But I love their fast service, and the sweet treats they have on display. Suka Dessert is my one and main stop for chocolate treats. I visit at least once a month heheh."
https://lh3.googleusercontent.com/a/ACg8ocK2A06jknnn2GgpPJho_fgy5TVNPjGhMJpZMHQwHJFVs3J5Ug=w36-h36-p-rp-mo-br100,hafizi mat isa,13 reviews · 16 photos,a year ago,"All product is pricey

Staff doesn’t wear gloves when handling food, angkat cheese tart dgn bare hand?? …"
https://lh3.googleusercontent.com/a/ACg8ocLkgGrt1bSfejjyBd9tx0qdX1nVymfSxx-7M7od24CYKhhLmw=w36-h36-p-rp-mo-br100,Asmita Mahendran,1 review,3 weeks ago,"Adam Daniel is one of the kindest and hard-working people I’ve met! He deserves a compliment,  He made things run smoothly."
https://lh3.googleusercontent.com/a/ACg8ocKSy2VX8yOMj7qzLiHxqzYvK4rLua37szztwQGKdEeY_KFQuw=w36-h36-p-rp-mo-ba4-br100,Nina Mahbob,Local Guide · 33 reviews · 37 photos,4 months ago,come during the weekdays with no queues or less queues.  desserts are a bit on the pricey side but bcos the chocs are the quality type.  maybe a bit too sweet for my liking but youngsters like them.
https://lh3.googleusercontent.com/a/ACg8ocK2xBdci_iQ6O2trLdZwCDRWNjVFRcEbyQyX8QLO1pDxn0GGg=w36-h36-p-rp-mo-br100,Izma Hani,1 review,3 months ago,"For me, the company should take note all the complaints from the customers that came to the cafe. They need to take action as fast as possible to overcome the issues that happened at their cafe. The company need to improve their system to make sure they don't lose customers."
https://lh3.googleusercontent.com/a-/ALV-UjXFv0wNX-WVmPrIlD31Dntc5KVbwc0JmCieL_pcwFiztiRQtkZ0=w36-h36-p-rp-mo-br100,Afifah,7 reviews · 6 photos,10 months ago,"The queue & ordering system is not friendly and very confusing for the first timer, trying croissants with hot chocolate & bucket cookies 2/5. This will be the last time here, definitely not gonna repeat it."
https://lh3.googleusercontent.com/a/ACg8ocI7erMbmusSp9bweeR1216vInQDVDRBlNy3QowgS0F36WuEXA=w36-h36-p-rp-mo-br100,adha zulkiflee,4 reviews · 5 photos,2 weeks ago,"When you prepare your mental to que long to get few favorite desserts, no problem at all to wait even quing with my wife and 2 kids, worth it a lot when able to taste it especially person that crazy of anything chocolate related, once in a year, will come back next year"
https://lh3.googleusercontent.com/a-/ALV-UjW9SQLqsluVh1RUC1kUKpH6af68CsQydeEDedZy-OBy2VCneeu4-g=w36-h36-p-rp-mo-ba4-br100,Ikhsan Saufi Xsan,Local Guide · 69 reviews · 89 photos,2 years ago,"Overall food was nice. just the portion is a bit dissapointment. ordered a family size dish, with expectation carbs is for family sized. but only enough for two pax instead of 4 pax. …"
https://lh3.googleusercontent.com/a-/ALV-UjWfFoa9vnqNsY7KarTmqRmIZkrxcc6jLCQihEXBT4g63dYeH9cpjQ=w36-h36-p-rp-mo-ba4-br100,Zulfaa Zareen,Local Guide · 115 reviews · 384 photos,2 years ago,You guys before line up need to check first whether your line is takeaway or dine in. If takeaway line: you can enter easily & no need to wait like dine in line. The dessert got a lot of variety & my eyes was like 😍🤩. My favourite petite …
https://lh3.googleusercontent.com/a-/ALV-UjX9JR7FIeLwAKZoZ16SreDR78RDjhcJABYCHYsRkyczdXjVKBMr=w36-h36-p-rp-mo-ba3-br100,Komi San,Local Guide · 58 reviews · 78 photos,3 months ago,"GOOD QUALITY FOOD. FRESHLY MADE, WILL COME AGAIN LATER 👍🏻👍🏻 …"
https://lh3.googleusercontent.com/a-/ALV-UjUvVqqlq6qrYaiGo_mexdlm6ESukKby2yjj00kyb--YVwZpuLYQ=w36-h36-p-rp-mo-ba3-br100,Hidayah M,Local Guide · 31 reviews · 65 photos,2 years ago,"This place was suggested by my husband’s friend. So we went here for dinner cuz it’s just 10 minutes away from our house. We ordered cheesy wedges, aglio olio, samyang ramen and a few dessert. The food is quite good 👍🏼 the ramen tastes like …"
https://lh3.googleusercontent.com/a-/ALV-UjXut0KNddKJFc_qZ1Cybktkp6EWhJ9Aon0noRikw4vVjBuJR1_acA=w36-h36-p-rp-mo-br100,SURIA SYAAKYLA BINTI SAHARUDIN,5 reviews · 5 photos,3 months ago,Bad service. There is no one wants to take my order due to the lack of staffs. Also all the foods in the website all sold outt??? Come one Suka Dessert. You can do better
https://lh3.googleusercontent.com/a/ACg8ocLTz4KBsgNJZwKjIJr8_RpRDexHLbcfCi1Dl-yeIaH3UiRzsg=w36-h36-p-rp-mo-ba3-br100,Anis Humaira,Local Guide · 53 reviews · 12 photos,2 months ago,"Pergi weekdays tak ramai.

Cheese in a cup (ruby chocolate 1000/10) …"
https://lh3.googleusercontent.com/a/ACg8ocLe77kewMuFnZ4djtDjP-jPMQ_4bN8C9uxPv0e5xZ1sz4xRsGg=w36-h36-p-rp-mo-br100,Nabil Zikry,4 reviews · 2 photos,a week ago,"its nice, comfy, i got free water, the wait is not long at all, and the system is good and fast"
https://lh3.googleusercontent.com/a-/ALV-UjUIp_bGOZmAMFNPP9Is_uUkUGIcabYQtIg43zG7NeU8GPK6jQkfBQ=w36-h36-p-rp-mo-ba4-br100,Corvo Noface,Local Guide · 81 reviews · 38 photos,a year ago,"There are plenty of choices to choose from, not to mention the sensational taste of everything i bought from the store. …"
https://lh3.googleusercontent.com/a-/ALV-UjUxQLJtn3Q4fOmvsjf6Fgb7JNgLamMeV3-rJlZURy7JiSKLSWE7=w36-h36-p-rp-mo-br100,shafiqah shukri,8 reviews · 4 photos,8 months ago,"Love chocs but since everything is super sweet, the staff reccommended best menu suit with my taste! Love their environment!"
https://lh3.googleusercontent.com/a-/ALV-UjXMJxfPOin2Y3TsHnmM5OvXOsnFu_PmHZ5sI4SqUtpjeccYGmc9=w36-h36-p-rp-mo-ba6-br100,Alan Hassan,"Local Guide · 392 reviews · 1,402 photos",2 years ago,"To improve:
1. Systematic service! Lots of staff but poor work distribution. Cause delay n missing order. Big NO …"
https://lh3.googleusercontent.com/a-/ALV-UjVq6Q5Ebfa-Ptq1q7wUuRsNy9NwZeYQzPc6k3s9mhkk_AQCSRUqvg=w36-h36-p-rp-mo-ba4-br100,Za,Local Guide · 128 reviews · 125 photos,5 years ago,Churros are delicious. But not the cadbury ones. Please serve churros when it is hot otherwise it kills the taste. Congo mars is serve cold so the taste is so so. The volcano cream cheese are great! Cheesy grilled chicken is great but …
https://lh3.googleusercontent.com/a-/ALV-UjXHTeNYRGUFvJW4i5hHjeDxHmk4zFmE7lu1xGVYhZQNjzueo5uVPQ=w36-h36-p-rp-mo-ba5-br100,Jozrin Harar,Local Guide · 349 reviews · 380 photos,3 years ago,"The foods are nice, staffs are helpful, at first I was not happy with the service, but towards the end, the team sang a song happy birthday to my sis, made my sis day. She was happy. I am happy when my sis happy. All are good, jst have to …"
https://lh3.googleusercontent.com/a-/ALV-UjWgBgdrnYGEpce1wSahJDhpNU-vpRBAlj9Y7ZfsE1iHPQcatowo=w36-h36-p-rp-mo-ba5-br100,Maisyarah Zambri,Local Guide · 140 reviews · 359 photos,2 years ago,"good vibes . ice cream roll & petite pancake very recommended !
cute cheese a bit dry & has a very light taste of cheese .
overall okay ."
https://lh3.googleusercontent.com/a-/ALV-UjWtx0eG-TlQdzjJ9UTL0-r88mIVdCRr_hsSuVtyei2bTVNsw5Ke2w=w36-h36-p-rp-mo-ba4-br100,Nelson Samson,Local Guide · 63 reviews · 58 photos,7 months ago,Ok lah..just want to try. Hard to go there.
https://lh3.googleusercontent.com/a/ACg8ocK_Z5AmVJHKg7ZdFqYmOWaxNy5IDADUkRot0OnS4MU-75Q5Wg=w36-h36-p-rp-mo-ba2-br100,zubaida mohd,Local Guide · 7 reviews · 13 photos,4 years ago,"From my opinion, the Cadbury chocstick cookies and brownies in chocolate was good. Menu for lunch eg. Chicken Burger (uses sandwhich bread *not in photo*) and lamb (taste good but very little portion with no side dish). Hope can improve the lunch menu."
https://lh3.googleusercontent.com/a/ACg8ocLzgnv1juVzacn3D3WnRTbsJsdLVSOVl9T9PF47twmYXvzhbA=w36-h36-p-rp-mo-br100,arjun1991,21 reviews · 23 photos,a year ago,"Visited suka dessert following all the hype on social media. Picked few of the crowd favourites and was not disappointed.
Baby pancakes- were soft, warm, nice fluffy consistency. Very generous with the …"
https://lh3.googleusercontent.com/a-/ALV-UjWcLLFNIshsK0De2-pvscEQQxsdQziVILZ6Hqky_zFf0KgqfE8=w36-h36-p-rp-mo-br100,Afifah,1 review · 1 photo,a year ago,Overrated. Bought brownies and tomyam oden. Brownies are delicious but other food doesn’t suit my taste. Waited too long just for a glass of drink and a bowl of ramen. Not gonna repeat
https://lh3.googleusercontent.com/a-/ALV-UjX6e76mQssQy8fw83JyW1fUPIGInXHDD0vBnydiqFuXy3KYT1M-=w36-h36-p-rp-mo-ba4-br100,prapagaran bala krisnan,Local Guide · 56 reviews · 262 photos,4 years ago,I love this dessert cafe located in a safe residential area opposite of the Selayang Hospital. Very easy to find out from the main road. Any pick of your favorite dessert would definitely make your day. Wide range of choices from butter …
https://lh3.googleusercontent.com/a-/ALV-UjVrRuAouAO-uP4pHqic653r69RS4Zayz1po5tv_DBqMelcKfC_x=w36-h36-p-rp-mo-br100,Muhammad Shah,106 reviews · 47 photos,3 years ago,"Good place for people who love chocolate and deserts.  In my opinion, the hype from this establishment is genuine. For western food, it was satisfactory. I had mac and cheese with grilled fish and it was good. …"
https://lh3.googleusercontent.com/a-/ALV-UjX5jGxdmrQt9G0tobCVduyv8q12nMAndclCXxKlXCj4cIW2f3Yq=w36-h36-p-rp-mo-br100,Aida Mohamad Noor,2 reviews · 10 photos,7 months ago,Overall okay because i love dessert !
https://lh3.googleusercontent.com/a-/ALV-UjWBwIJe_1eLuOAQGAy3rydNBLf8IN6oYcs5qWICZTHl5qN_C4A=w36-h36-p-rp-mo-ba3-br100,Ahmad zaki mohd jamaluddin,Local Guide · 56 reviews · 61 photos,a year ago,"Experience staff, nice and tasty dessert.callabaut base chocolate and many premium selection.very recommended who are dessert hunter..kids friendly environtment.."
https://lh3.googleusercontent.com/a-/ALV-UjUFzQuZ72iwK712oYwk7DmTRqdn3Y4oeKCUS0Ar7VSSzOjUBp3l=w36-h36-p-rp-mo-ba4-br100,Effrida John Effendy,Local Guide · 99 reviews · 315 photos,3 years ago,the cafe was minimally decorated with lights. parking around the complex was limited. staffs were polite and helpful. …
https://lh3.googleusercontent.com/a-/ALV-UjWEMW0QlbvK5c2bLPzBS_shwyNh5A9tfcQYPmaqCsUhhAQgurcP=w36-h36-p-rp-mo-ba3-br100,Fazli Mansor,Local Guide · 36 reviews · 8 photos,8 months ago,Many varieties viral dessert 🍨 here ...so yummy must come ...recommended …
https://lh3.googleusercontent.com/a-/ALV-UjVT6qefkk0zMG5f6f4hVhL2rkeaO9mEkSJclORIkSRAla8YA-xH=w36-h36-p-rp-mo-ba5-br100,Musa Sinti,Local Guide · 101 reviews · 163 photos,6 months ago,"a food store that many people like, come early because if you're late you'll have to wait in a long line."
https://lh3.googleusercontent.com/a-/ALV-UjVkrgMSB8kWRH2HDHA3tR51J7n3QoftvJmYiU4C9p4javRsYKDm=w36-h36-p-rp-mo-ba5-br100,lala lala,Local Guide · 208 reviews · 173 photos,2 years ago,Easy to get parking in basement. A lot of selections. Polite staff. Place was crowded at that time and we were lucky to have a table at that time. Their desserts and latte were nice.
https://lh3.googleusercontent.com/a-/ALV-UjUEhituYKd3M6LGgOjOJZSm3EK59gVwaWSqx4whleGr5bZOK1U=w36-h36-p-rp-mo-br100,Iswary Rajalingam,9 reviews · 4 photos,5 months ago,Why don't wan to mention 2 lines are subrited for dine in and take away for the long Q don't just put the information boat front  the door always please put on top then only customer can see please do corrections. Thank you
https://lh3.googleusercontent.com/a-/ALV-UjUHwd2IIqjf3Is18R6DFz0QLbL6FmuHJIUql4Z9Y6WfWY7YkH_T=w36-h36-p-rp-mo-ba6-br100,Hamaliana Hamid,"Local Guide · 164 reviews · 1,321 photos",2 years ago,"I love the desserts here. Delicious, reasonable price and various. Enjoy and fulfill your craving here☺️"
https://lh3.googleusercontent.com/a-/ALV-UjX-Vn5_UbUx7NJujXLQ8EY-KuREQ2rGWIaKKWBbGUSDnJnIv0iE=w36-h36-p-rp-mo-ba4-br100,Ayu Rohayu,Local Guide · 46 reviews · 55 photos,2 years ago,"Dessert tak perlu cerita lagi.mmg sedap. Sekali gigit cheese tart and pavlova terus ke awan, bt teringat2. Sadly the main dishes are quite overpriced compared to what they served. I failed to take a photo because we are so hungryyy..haha. …"
https://lh3.googleusercontent.com/a-/ALV-UjXxvh_sXMiRNUlIusSe8pUOKeDC4qR4izUMRKqKE-40h9Jsui3LJA=w36-h36-p-rp-mo-ba2-br100,aireen azwan,Local Guide · 14 reviews · 12 photos,a week ago,"Good chocolates , lovvveeeee going here. Much love to aunty ja ,  100% would go here anytime I could"
https://lh3.googleusercontent.com/a/ACg8ocJptiMXwlbKfQ0nPN8bZ6kaSSBK-9GwVINFV2wD9aedJlrw8A=w36-h36-p-rp-mo-ba4-br100,nuraimi A.,Local Guide · 70 reviews · 44 photos,2 years ago,"cosy ambiance..heaven for dessertholics and chocoholics 😆 they have other menus such ramen, rice and corndog/dough too..and also plenty choices of drink..be prepared of long queue if you come in the weekend …"
https://lh3.googleusercontent.com/a-/ALV-UjVHAOGpZtzl9jKsa4RuKbpHEIcT0A-qWKIImBugSIS6lmu1k50=w36-h36-p-rp-mo-ba4-br100,Hanna Loi,Local Guide · 162 reviews · 205 photos,10 months ago,Great place for dessert! But Im not gonna queue up for 2 hours in the morning again 😭 …
https://lh3.googleusercontent.com/a/ACg8ocLqkW5EzyAsSfbZdCNafN6PfZUXARX5nLnaYZwf45VdlYdyxw=w36-h36-p-rp-mo-br100,Ili Nadia,8 reviews · 3 photos,a year ago,"The service was very rude and bad. I waited in line when the place is full - this one I understand. But when it is empty (see picture attached), I went in and the guy asked “siapa suruh masuk?” So rudely. Then I said dah kosong, he still …"
https://lh3.googleusercontent.com/a-/ALV-UjXOVlVGvzT-yxWx02dsUZGHWz7_BBuvGY-dDshXsfZGB2kUJD0cPQ=w36-h36-p-rp-mo-br100,Aina Nasuha,3 reviews · 4 photos,a year ago,"I’m sorry Aunty Ja, your dessert was superb delicious but I really get frustrated with your girl staff who in charge for the strawberry cheese in cup on the day i came. …"
https://lh3.googleusercontent.com/a-/ALV-UjXObvDJgkYMGLgVf3jGP1pCPoIuodRLoo_3lDSTI-6RDSOxXo0HpA=w36-h36-p-rp-mo-ba2-br100,Aween Wanie,Local Guide · 12 reviews · 15 photos,3 years ago,"i love the egg tart and the drinks. waffle tu 50/50, cause the waffle mix rasa plain. but A+ for the topping. had to que sebab viral kat tiktok. …"
https://lh3.googleusercontent.com/a/ACg8ocK36DWFDScofOmzGOsUi2kR4QADojeEFdHwyBsz2zgxju7CnQ=w36-h36-p-rp-mo-br100,rosita8 abdullah,1 review,10 months ago,"Parking is difficult. If park outside along the road, be prepared to pay summon.
A long queue outside the shop and the queue continues inside. It took 45mins …"
https://lh3.googleusercontent.com/a-/ALV-UjXq9gROGa0ZLcPMhDxl9CLFUSujiC1qCpAEAqCBh6eXt8nyb2yN=w36-h36-p-rp-mo-ba4-br100,fatin Affini,Local Guide · 52 reviews · 197 photos,3 years ago,Dessert and beverage is super delicious. We go at night after iftar. Suitable for those want to ootd at here.
https://lh3.googleusercontent.com/a-/ALV-UjUPZEkgeeS2_iOkuXf0sNtPzHocT5B7I96RzfE4hNjzpsAgdDJe=w36-h36-p-rp-mo-ba3-br100,baby roses,Local Guide · 43 reviews · 20 photos,8 months ago,The dessert was so nice. My fav all times oval cookies & their brownies..  i was desperately waiting for chocstick cookies in box with pistachio sauce but the cookies always out of stock. the queue for entering shop is always long but once u enter its doesn't matter.
https://lh3.googleusercontent.com/a-/ALV-UjW5YyLa9HIhG8oCkCE2pHpxudR7pzjpz3nmVTe_jg9WSd5em2Kk=w36-h36-p-rp-mo-br100,Alya Mysara (Lyaaa),3 reviews · 2 photos,2 months ago,Best dessert at KL. I had the pufflova fruit mix and it was very good. I also wanted to taste the meals or dishes they had but sadly they will open order on 12 p.m. I was at the wrong timing to come there.
https://lh3.googleusercontent.com/a-/ALV-UjUkmJsHoBpEKrJrvd7okGZk_vc-zdURGRMQMLpJYdx26MjLgVkwTg=w36-h36-p-rp-mo-ba5-br100,ahmad saffian,Local Guide · 373 reviews · 89 photos,a month ago,Too many people. Finally got inside que somemore. Will not come again. All is too sweet for me
https://lh3.googleusercontent.com/a-/ALV-UjWBm90A3UPpoP26vTzZkGjUSgUW-nddwd3vz0U1wnouEOcq-cJEdA=w36-h36-p-rp-mo-ba5-br100,ES Abas,Local Guide · 105 reviews · 731 photos,4 years ago,"Alot of dessert selection. Nice environment,  kids friendly and very good service.  All staff are well train. Every is so friendly 🥰 …"
https://lh3.googleusercontent.com/a/ACg8ocLG4hQgo1GWlLS2Y-zj55IIi6zi27v8PX4NKV4npRWep-5_vo2g=w36-h36-p-rp-mo-ba4-br100,izzat hamid,Local Guide · 169 reviews · 163 photos,9 months ago,"be ready to que for more than 30 minutes and pray that the item you want is still available. The foods is good, but owner should improve their services to reduce waiting time. The cafe design and interior design are both great and beautiful. Btw parking spots are super scarce"
https://lh3.googleusercontent.com/a-/ALV-UjWbRQPtN6-uSP3tkP96jC1F2Cf6h0j_6oAiur30Abfzk7onReiwDg=w36-h36-p-rp-mo-ba4-br100,Ida MD,Local Guide · 152 reviews · 353 photos,3 years ago,Very pretty place to dine in. The brownies is RM5 per piece and it taste good.
https://lh3.googleusercontent.com/a-/ALV-UjV1Aqqmbbly2Xj6Q1qz9W9uEQ1-q3x0_ZtEqyqv02K0mpjiYpzQKQ=w36-h36-p-rp-mo-ba4-br100,Azieranikli,Local Guide · 48 reviews · 104 photos,2 years ago,"Food 3/10 : food were almost tasteless.
Drink 5/10 : watermelon sparkles was good.
Ambiance 6/10
Dessert 8/10"
https://lh3.googleusercontent.com/a/ACg8ocKHlQ9SbO-T0OyCFZMyNDIRMyDnO-0yb14rVeh8S8julyQ2jA=w36-h36-p-rp-mo-br100,Mal Mal,1 review · 1 photo,11 months ago,Bad services. The food isn't good as hype. Already paid  but have to wait almost 2 and half for food because of their worst system didn't recognise online payments.
https://lh3.googleusercontent.com/a-/ALV-UjU0J5HKaTMFzhQGFJEBjmSfuU9cvdyWhrVYyzNaIJaMhxEISsE=w36-h36-p-rp-mo-br100,Nur Aisyah Hamzah,1 review · 1 photo,3 years ago,"Very bad experience, i said i was first time here but no one assist at the first place. Second, we were ask to pay eventhough the food wasnt arrived (food). Third, the food ""kambing bakar"" to sweet. …"
https://lh3.googleusercontent.com/a-/ALV-UjXU0mKaQEWW6CxNIxTGby-52NXzQ9steYo3TIVUKGuLzROvTm0=w36-h36-p-rp-mo-br100,Ava Davis,3 reviews · 3 photos,11 months ago,"A nice dessert place with lots of options from cheese tarts, cookies, brownies, croissant and my favorite, the cake in a bowl. The price is affordable too. They also have seating area if you're interested to dine at their cafe. …"
https://lh3.googleusercontent.com/a-/ALV-UjVO9SI7Gr8wmYLt7fTMxpa1StPc4wQwq7NV3s-qnOwu-31IFWg=w36-h36-p-rp-mo-ba4-br100,Mohd Zulkarnaen,Local Guide · 115 reviews · 42 photos,2 years ago,"Delicious dessert..variety of brownies, cookies and cheese tart you can get there..worth to try"
https://lh3.googleusercontent.com/a/ACg8ocI4zAYt8J1w5zGmP14EZmLKEu2OmIEDBtMCuNRXi9pjLqcxhQ=w36-h36-p-rp-mo-br100,MiDI Pleasant,4 reviews,6 months ago,Ridiculous waiting time. The only good thing I can say is the food. Owner should at least implement a pre-order / numbering system or other similar system to keep the flow of purchasing customers. This batch by batch system is utterly ridiculous.
https://lh3.googleusercontent.com/a-/ALV-UjVV5cNLzB8X6EiCRyG-gfe-kAI5YLfyg7Y-KTmHP1xTSurtmBqk=w36-h36-p-rp-mo-ba3-br100,Zainuddin Yusuf,Local Guide · 12 reviews · 33 photos,8 months ago,Good dessert options but lack of waiting area
https://lh3.googleusercontent.com/a-/ALV-UjX6vo6-E1Yksqdg0MhDKGpJPDURDaDLIMTvHv4ZAa9uIsclbOo_=w36-h36-p-rp-mo-ba4-br100,Najwa Aqilah,Local Guide · 47 reviews · 109 photos,3 years ago,Dessert shop with some other savory meals as well. Nice place to hangout. Love their mini cheesecakes.
https://lh3.googleusercontent.com/a-/ALV-UjW1lok5pzUezl0RIDpuCXUG3yCfUYDieiGEUTV-23-TwcQ6S5wg=w36-h36-p-rp-mo-ba2-br100,Zack Kizer,Local Guide · 17 reviews · 6 photos,3 years ago,"Desert is a 10/10 for me if you like sweet things. Nasi ayam portion is kind a small, but the taste is great so im gonna give 8/10."
https://lh3.googleusercontent.com/a-/ALV-UjW6y0YgdYpaZB-lj08-UCXa03Uj34mFRwuf0OvnaE4zd8eIzlhu=w36-h36-p-rp-mo-ba3-br100,Amey Lunatic,Local Guide · 18 reviews · 2 photos,4 months ago,Sedap tp overhype je ..nothing wow ..biasa je nyah.. the price range is on the pricier side..
https://lh3.googleusercontent.com/a-/ALV-UjXRK780ulF0FN_U39spiy1MlYYGO0cDYGiUfQgCeOVSLIDE57E9=w36-h36-p-rp-mo-ba5-br100,mdzuraini mdisa,Local Guide · 163 reviews · 377 photos,2 months ago,too sweet
https://lh3.googleusercontent.com/a-/ALV-UjVrGBrlv6HOhTuKOkTqY_QpP57g8vCh-Iy4_2bwuIMoT5B8ZEjn=w36-h36-p-rp-mo-br100,Pieja Adnan,6 reviews,8 months ago,"Suka Dessert products are all good and tasty. However, the management really need to strategise on the long queue. Some of them bring small kids. The queing system totally needs to be improved."
https://lh3.googleusercontent.com/a-/ALV-UjWMHiKpudRB-Ls0rSfRITqUoGZxTGkbobIvyQH8YEdtupf2VFENTg=w36-h36-p-rp-mo-ba3-br100,Shahrul Afiszan,Local Guide · 19 reviews · 58 photos,5 months ago,"Ready to spend more then 100 💸💸💸.
🤣🤣🤣
Sweet Memories …"
https://lh3.googleusercontent.com/a/ACg8ocJX4E1T-YLhchcAIEi6BnBiR6tKLd4Zadk_q6I73YBo897zXg=w36-h36-p-rp-mo-br100,Riduan bin Saari,7 reviews · 9 photos,a year ago,Nice dessert and place.. but please please please please upgrade your payment method!! I came twice but still the same! Long payment que and it is time wasted!!
https://lh3.googleusercontent.com/a/ACg8ocJEUdNHpV_CnzQLIF5gNqngR5NnSkLAY1hfrD1zVmY7fr99lw=w36-h36-p-rp-mo-br100,daus zafry,5 reviews,a year ago,Order dine in utk iftar around 6.10pm and in system approved order Tapi my wife punya food tak baca dalam system. We wait until 7.40 pm then we ask staff to check back system tngok2 mmg tak masuk dalam system. Makanan bagus tapi system …
https://lh3.googleusercontent.com/a-/ALV-UjVxrt5CE2AmetBT0qNQKsJUcu_F0W-wdlw2dcOzP8o7Mu_aH-b5=w36-h36-p-rp-mo-br100,Kacang Panjang,7 reviews · 4 photos,7 months ago,The food is good. Coklat tak muak
https://lh3.googleusercontent.com/a/ACg8ocLWse9OrjKZrubo5k4MCliY0B6mqJLqvvxLT1mGjENzFMJlGA=w36-h36-p-rp-mo-br100,Zaty Zamri,14 reviews · 25 photos,7 months ago,"The worst customer service. waiting for almost 1hour at outside the cafe. then q for another 40 min for ordering the food inside cafe, lack of management…Besides, the food served very late  . the price so so spend around 400 here"
https://lh3.googleusercontent.com/a-/ALV-UjXzhjTn4FnSG0q-3yZhcI9Jbyu-8osl4J9MEgchmSDdUSyyVABhHw=w36-h36-p-rp-mo-ba3-br100,Suhaima Zabawi,Local Guide · 49 reviews · 43 photos,2 years ago,all the foods were soo good for those who love chocolate. just love their quotes for OCD - Obsessive Chocolate Disorder 😂 …
https://lh3.googleusercontent.com/a-/ALV-UjXi3SMV9_N2cXUL28-YAgb0lGXAc3YdQ67vzHE30WFPcLJcsPnZ=w36-h36-p-rp-mo-ba4-br100,NUR IFFAH,Local Guide · 40 reviews · 190 photos,a year ago,"The food is nice, the savoury dishes are not that impressive, but it's nice. Their dessert however, is very good. I especially like their rolled ice cream, it's very delicious. The place can get quite crowded during peak hours, but you can still find a table."
https://lh3.googleusercontent.com/a-/ALV-UjWGAQZqWBD3t6-PKpQp2qWcuyWOIEqACuUbIMlAhqr_6Q6eKSNA=w36-h36-p-rp-mo-br100,Estheria Light,9 reviews,10 months ago,"Well I've been here quite many times since I'm a sweet tooth. I always go for their Cake In Bowl (8/10) and Oval Cookies (9/10). The taste is not bad, nothing I've never taste before but it was good. What's annoying is, some of the dessert …"
https://lh3.googleusercontent.com/a/ACg8ocJ2KT0dw_omnkIjvCkDkenr7HKcM4UgS7c1ii5Roj3DHOSBRw=w36-h36-p-rp-mo-br100,mzzy b,8 reviews · 1 photo,10 months ago,"Unpopular opinion: OVER-HYPED and OVER-RATED.

Did the long-distance travel, the ridiculous queueing (TWICE) - one for payment …"
https://lh3.googleusercontent.com/a-/ALV-UjVyYhRMCuY-v-JKDoi_MmMgSOmBv_m7LBJgEibui2G1QLxHhlL_=w36-h36-p-rp-mo-ba5-br100,Malliga Sithambaram,Local Guide · 105 reviews · 142 photos,2 years ago,Best place to hunt chocolate based pastries. Love the pure chocolate cookies. Lots of choices of brownies. Roll ice cream and pancake available after 12 noon.
https://lh3.googleusercontent.com/a-/ALV-UjV66VQtcQsamlDT1UIngZNmCom_VuUz__FevbuS043Xbo2xggRG=w36-h36-p-rp-mo-br100,LET'S GO PLAYS,"291 reviews · 1,847 photos",2 years ago,Highly recommended! Mix of Malaysian food and desserts!
https://lh3.googleusercontent.com/a-/ALV-UjVoYY-gYwablKs6Qe5hr82V1R62HXGbMUjdLgZF0-9Mnz0yYUUW=w36-h36-p-rp-mo-ba4-br100,sarah yehet,Local Guide · 56 reviews · 159 photos,10 months ago,"i arrived at 10.30am on public holiday, que for like 30minutes to enter the store. …"
https://lh3.googleusercontent.com/a-/ALV-UjWN79aPirehXstxoxCCV4kPqwJSiLkrmPzB4p3LHuxJofZgv7nBNw=w36-h36-p-rp-mo-ba2-br100,Puteri farzana,Local Guide · 9 reviews · 7 photos,a year ago,"Lack of managing the cafe, let the customers wait outside way too long. Management aren’t quite responsible on handling customers. Need more spacious dining for all the diners. People loves the food but, if the cafe cant manage very well, unwisely to buy again..I've been there 3 times. It still look uncomprehending of management!!"
https://lh3.googleusercontent.com/a-/ALV-UjVmr46ClgVQYaD13rs5jbtVI-eQD6sU_BpeVqGxPRQKKu4T_Ew=w36-h36-p-rp-mo-br100,DIANA TAMILVANAN,2 reviews,a year ago,"Overall I’m totally very satisfied with the workers job here especially I would like to highlight an employee name here which is “DANIEL” who today when I was here, he was in cashiers counter.. Such a humble and helpful person Daniel.. …"
https://lh3.googleusercontent.com/a/ACg8ocLpAc6qLyezaVXxGeGUHRmuTfqSFxrbODUfmzed-7ZNt5C94_o=w36-h36-p-rp-mo-ba2-br100,zila md,Local Guide · 23 reviews · 13 photos,3 years ago,"In love with the ice cream taste, pastry & all food there. Will repeat again soon. Thanks Chef😘😘😘 …"
https://lh3.googleusercontent.com/a-/ALV-UjWHwwdiZ9jVaSjvL_UNAu5EA9DbxeMKIz2qb7rGtSC904KRKgrenA=w36-h36-p-rp-mo-br100,Annushaa Mercy,1 review,10 months ago,"The dessert shop offers main dishes and beverages, but they don't have bottled mineral water or warm water. Additionally, their air conditioning is inadequate. It's not worth the time and effort."
